 #level   step     block  iter  sweep   residual
  1        32         8     4     1  0.97022677992543E+03
  1        32         8     5     1  0.97022677992560E+03
  1        36         9     0     1 -0.10000000000000E+01
  1        36         9     1     1  0.81152553411301E+03
  1        36         9     2     1  0.81152553411687E+03
  1        36         9     3     1  0.81152553411691E+03
  1        36         9     4     1  0.81152553411683E+03
  1        36         9     5     1  0.81152553411685E+03
  1        40        10     0     1 -0.10000000000000E+01
  1        40        10     1     1  0.69153262702462E+03
  1        40        10     2     1  0.69153262702846E+03
  1        40        10     3     1  0.69153262702838E+03
  1        40        10     4     1  0.69153262702843E+03
  1        40        10     5     1  0.69153262702846E+03
  1        44        11     0     1 -0.10000000000000E+01
  1        44        11     1     1  0.59814649033621E+03
  1        44        11     2     1  0.59814649033860E+03
  1        44        11     3     1  0.59814649033870E+03
  1        44        11     4     1  0.59814649033875E+03
  1        44        11     5     1  0.59814649033866E+03
  1        48        12     0     1 -0.10000000000000E+01
  1        48        12     1     1  0.52376397808398E+03
  1        48        12     2     1  0.52376397808492E+03
  1        48        12     3     1  0.52376397808483E+03
  1        48        12     4     1  0.52376397808479E+03
  1        48        12     5     1  0.52376397808489E+03
  1        52        13     0     1 -0.10000000000000E+01
  1        52        13     1     1  0.46337566618007E+03
  1        52        13     2     1  0.46337566618022E+03
  1        52        13     3     1  0.46337566618018E+03
  1        52        13     4     1  0.46337566618030E+03
  1        52        13     5     1  0.46337566618028E+03
  1        56        14     0     1 -0.10000000000000E+01
  1        56        14     1     1  0.41355749418929E+03
  1        56        14     2     1  0.41355749419000E+03
  1        56        14     3     1  0.41355749418995E+03
  1        56        14     4     1  0.41355749418990E+03
  1        56        14     5     1  0.41355749419001E+03
  1        60        15     0     1 -0.10000000000000E+01
  1        60        15     1     1  0.37189909883557E+03
  1        60        15     2     1  0.37189909883574E+03
  1        60        15     3     1  0.37189909883577E+03
  1        60        15     4     1  0.37189909883576E+03
  1        60        15     5     1  0.37189909883572E+03
  1        64        16     0     1 -0.10000000000000E+01
  1        64        16     1     1  0.33666078951787E+03
  1        64        16     2     1  0.33666078951742E+03
  1        64        16     3     1  0.33666078951744E+03
  1        64        16     4     1  0.33666078951748E+03
  1        64        16     5     1  0.33666078951747E+03
  1        68        17     0     1 -0.10000000000000E+01
  1        68        17     1     1  0.30655873733556E+03
  1        68        17     2     1  0.30655873733530E+03
  1        68        17     3     1  0.30655873733529E+03
  1        68        17     4     1  0.30655873733526E+03
  1        68        17     5     1  0.30655873733531E+03
  1        72        18     0     1 -0.10000000000000E+01
  1        72        18     1     1  0.28062613915440E+03
  1        72        18     2     1  0.28062613915396E+03
  1        72        18     3     1  0.28062613915392E+03
  1        72        18     4     1  0.28062613915400E+03
  1        72        18     5     1  0.28062613915396E+03
  1        76        19     0     1 -0.10000000000000E+01
  1        76        19     1     1  0.25812133725183E+03
  1        76        19     2     1  0.25812133725145E+03
  1        76        19     3     1  0.25812133725128E+03
  1        76        19     4     1  0.25812133725128E+03
  1        76        19     5     1  0.25812133725136E+03
  1        80        20     0     1 -0.10000000000000E+01
  1        80        20     1     1  0.23846574863925E+03
  1        80        20     2     1  0.23846574863863E+03
  1        80        20     3     1  0.23846574863863E+03
  1        80        20     4     1  0.23846574863863E+03
  1        80        20     5     1  0.23846574863866E+03
  1        84        21     0     1 -0.10000000000000E+01
  1        84        21     1     1  0.22120114156141E+03
  1        84        21     2     1  0.22120114156120E+03
  1        84        21     3     1  0.22120114156117E+03
  1        84        21     4     1  0.22120114156118E+03
  1        84        21     5     1  0.22120114156113E+03
  1        88        22     0     1 -0.10000000000000E+01
  1        88        22     1     1  0.20595969885454E+03
  1        88        22     2     1  0.20595969885425E+03
  1        88        22     3     1  0.20595969885430E+03
  1        88        22     4     1  0.20595969885425E+03
  1        88        22     5     1  0.20595969885428E+03
  1        92        23     0     1 -0.10000000000000E+01
  1        92        23     1     1  0.19244264264768E+03
  1        92        23     2     1  0.19244264264720E+03
  1        92        23     3     1  0.19244264264722E+03
  1        92        23     4     1  0.19244264264723E+03
  1        92        23     5     1  0.19244264264717E+03
  1        96        24     0     1 -0.10000000000000E+01
  1        96        24     1     1  0.18040472234351E+03
  1        96        24     2     1  0.18040472234315E+03
  1        96        24     3     1  0.18040472234322E+03
  1        96        24     4     1  0.18040472234324E+03
  1        96        24     5     1  0.18040472234315E+03
  1       100        25     0     1 -0.10000000000000E+01
  1       100        25     1     1  0.16964276701212E+03
  1       100        25     2     1  0.16964276701148E+03
  1       100        25     3     1  0.16964276701146E+03
  1       100        25     4     1  0.16964276701144E+03
  1       100        25     5     1  0.16964276701149E+03
  2         4         1     0     1  0.99854550469267E+04
  2         4         1     1     1  0.22247227471171E+05
  2         4         1     2     1  0.22247227471003E+05
  2         4         1     3     1  0.22247227471003E+05
  2         4         1     4     1  0.22247227471003E+05
  2         4         1     5     1  0.99854550470950E+04
  2         8         2     0     1  0.37551519680712E+04
  2         8         2     1     1  0.79259359832378E+04
  2         8         2     2     1  0.79259359832434E+04
  2         8         2     3     1  0.79259359832436E+04
  2         8         2     4     1  0.79259359832433E+04
  2         8         2     5     1  0.37551519681343E+04
  2        12         3     0     1  0.20923935662487E+04
  2        12         3     1     1  0.43518481747125E+04
  2        12         3     2     1  0.43518481747311E+04
  2        12         3     3     1  0.43518481747311E+04
  2        12         3     4     1  0.43518481747312E+04
  2        12         3     5     1  0.20923935663495E+04
  2        16         4     0     1  0.13594731630720E+04
  2        16         4     1     1  0.28035684664186E+04
  2        16         4     2     1  0.28035684664332E+04
  2        16         4     3     1  0.28035684664332E+04
  2        16         4     4     1  0.28035684664333E+04
  2        16         4     5     1  0.13594731631377E+04
  2        20         5     0     1  0.96963721516534E+03
  2        20         5     1     1  0.19887401624988E+04
  2        20         5     2     1  0.19887401625151E+04
  2        20         5     3     1  0.19887401625152E+04
  2        20         5     4     1  0.19887401625151E+04
  2        20         5     5     1  0.96963721524464E+03
  2        24         6     0     1  0.73629372270681E+03
  2        24         6     1     1  0.15048359275557E+04
  2        24         6     2     1  0.15048359275704E+04
  2        24         6     3     1  0.15048359275705E+04
  2        24         6     4     1  0.15048359275705E+04
  2        24         6     5     1  0.73629372278489E+03
  2        28         7     0     1  0.58406140657052E+03
  2        28         7     1     1  0.11911456487990E+04
  2        28         7     2     1  0.11911456488087E+04
  2        28         7     3     1  0.11911456488086E+04
  2        28         7     4     1  0.11911456488087E+04
  2        28         7     5     1  0.58406140662917E+03
  2        32         8     0     1  0.47807422483625E+03
  2        32         8     1     1  0.97388767846093E+03
  2        32         8     2     1  0.97388767846661E+03
  2        32         8     3     1  0.97388767846651E+03
  2        32         8     4     1  0.97388767846650E+03
  2        32         8     5     1  0.47807422487202E+03
  2        36         9     0     1  0.40059915884226E+03
  2        36         9     1     1  0.81577417563340E+03
  2        36         9     2     1  0.81577417563621E+03
  2        36         9     3     1  0.81577417563617E+03
  2        36         9     4     1  0.81577417563620E+03
  2        36         9     5     1  0.40059915886127E+03
  2        40        10     0     1  0.34183888123746E+03
  2        40        10     1     1  0.69632612183167E+03
  2        40        10     2     1  0.69632612183365E+03
  2        40        10     3     1  0.69632612183352E+03
  2        40        10     4     1  0.69632612183362E+03
  2        40        10     5     1  0.34183888125564E+03
  2        44        11     0     1  0.29597199740794E+03
  2        44        11     1     1  0.60343958369377E+03
  2        44        11     2     1  0.60343958369528E+03
  2        44        11     3     1  0.60343958369529E+03
  2        44        11     4     1  0.60343958369537E+03
  2        44        11     5     1  0.29597199741875E+03
  2        48        12     0     1  0.25932692968312E+03
  2        48        12     1     1  0.52951512921719E+03
  2        48        12     2     1  0.52951512921771E+03
  2        48        12     3     1  0.52951512921773E+03
  2        48        12     4     1  0.52951512921776E+03
  2        48        12     5     1  0.25932692968515E+03
  2        52        13     0     1  0.22947818033375E+03
  2        52        13     1     1  0.46955236089171E+03
  2        52        13     2     1  0.46955236089174E+03
  2        52        13     3     1  0.46955236089174E+03
  2        52        13     4     1  0.46955236089178E+03
  2        52        13     5     1  0.22947818033107E+03
  2        56        14     0     1  0.20476516437147E+03
  2        56        14     1     1  0.42014058608201E+03
  2        56        14     2     1  0.42014058608187E+03
  2        56        14     3     1  0.42014058608187E+03
  2        56        14     4     1  0.42014058608181E+03
  2        56        14     5     1  0.20476516436714E+03
  2        60        15     0     1  0.18401802278380E+03
  2        60        15     1     1  0.37888610886554E+03
  2        60        15     2     1  0.37888610886511E+03
  2        60        15     3     1  0.37888610886512E+03
  2        60        15     4     1  0.37888610886514E+03
  2        60        15     5     1  0.18401802277854E+03
  2        64        16     0     1  0.16639242862549E+03
  2        64        16     1     1  0.34406819506597E+03
  2        64        16     2     1  0.34406819506585E+03
  2        64        16     3     1  0.34406819506583E+03
  2        64        16     4     1  0.34406819506581E+03
  2        64        16     5     1  0.16639242861893E+03
  2        68        17     0     1  0.15126580417702E+03
  2        68        17     1     1  0.31442332504205E+03
  2        68        17     2     1  0.31442332504189E+03
  2        68        17     3     1  0.31442332504185E+03
  2        68        17     4     1  0.31442332504185E+03
  2        68        17     5     1  0.15126580417119E+03
  2        72        18     0     1  0.13817007038396E+03
  2        72        18     1     1  0.28900550066550E+03
  2        72        18     2     1  0.28900550066512E+03
  2        72        18     3     1  0.28900550066510E+03
  2        72        18     4     1  0.28900550066514E+03
  2        72        18     5     1  0.13817007037804E+03
  2        76        19     0     1  0.12674703572655E+03
  2        76        19     1     1  0.26709357791251E+03
  2        76        19     2     1  0.26709357791224E+03
  2        76        19     3     1  0.26709357791220E+03
  2        76        19     4     1  0.26709357791220E+03
  2        76        19     5     1  0.12674703572099E+03
  2        80        20     0     1  0.11671818276819E+03
  2        80        20     1     1  0.24812847104139E+03
  2        80        20     2     1  0.24812847104102E+03
  2        80        20     3     1  0.24812847104099E+03
  2        80        20     4     1  0.24812847104099E+03
  2        80        20     5     1  0.11671818276364E+03
  2        84        21     0     1  0.10786382099839E+03
  2        84        21     1     1  0.23166976774288E+03
  2        84        21     2     1  0.23166976774260E+03
  2        84        21     3     1  0.23166976774257E+03
  2        84        21     4     1  0.23166976774260E+03
  2        84        21     5     1  0.10786382099387E+03
  2        88        22     0     1  0.10000843734738E+03
  2        88        22     1     1  0.21736520122818E+03
  2        88        22     2     1  0.21736520122757E+03
  2        88        22     3     1  0.21736520122759E+03
  2        88        22     4     1  0.21736520122755E+03
  2        88        22     5     1  0.10000843734302E+03
  2        92        23     0     1  0.93010210022973E+02
  2        92        23     1     1  0.20492877142788E+03
  2        92        23     2     1  0.20492877142723E+03
  2        92        23     3     1  0.20492877142732E+03
  2        92        23     4     1  0.20492877142726E+03
  2        92        23     5     1  0.93010210019323E+02
  2        96        24     0     1  0.86753377252462E+02
  2        96        24     1     1  0.19412483261501E+03
  2        96        24     2     1  0.19412483261465E+03
  2        96        24     3     1  0.19412483261469E+03
  2        96        24     4     1  0.19412483261469E+03
  2        96        24     5     1  0.86753377249133E+02
  2       100        25     0     1  0.81142593487791E+02
  2       100        25     1     1  0.18475637175432E+03
  2       100        25     2     1  0.18475637175407E+03
  2       100        25     3     1  0.18475637175401E+03
  2       100        25     4     1  0.18475637175403E+03
  2       100        25     5     1  0.81142593484735E+02
