 #level   step     block  iter  sweep   residual
  1        87        22     4     1  0.20958879579099E+03
  1        87        22     5     1  0.20958879579101E+03
  1        91        23     0     1 -0.10000000000000E+01
  1        91        23     1     1  0.19567151203083E+03
  1        91        23     2     1  0.19567151203089E+03
  1        91        23     3     1  0.19567151203087E+03
  1        91        23     4     1  0.19567151203089E+03
  1        91        23     5     1  0.19567151203091E+03
  1        95        24     0     1 -0.10000000000000E+01
  1        95        24     1     1  0.18329245564009E+03
  1        95        24     2     1  0.18329245563982E+03
  1        95        24     3     1  0.18329245563977E+03
  1        95        24     4     1  0.18329245563981E+03
  1        95        24     5     1  0.18329245563979E+03
  1        99        25     0     1 -0.10000000000000E+01
  1        99        25     1     1  0.17223887306231E+03
  1        99        25     2     1  0.17223887306197E+03
  1        99        25     3     1  0.17223887306194E+03
  1        99        25     4     1  0.17223887306196E+03
  1        99        25     5     1  0.17223887306197E+03
  2         3         1     0     1  0.16469559363913E+05
  2         3         1     1     1  0.38215008939884E+05
  2         3         1     2     1  0.38215008939726E+05
  2         3         1     3     1  0.38215008939726E+05
  2         3         1     4     1  0.38215008939726E+05
  2         3         1     5     1  0.16469559363677E+05
  2         7         2     0     1  0.45317559749328E+04
  2         7         2     1     1  0.96236305462668E+04
  2         7         2     2     1  0.96236305462516E+04
  2         7         2     3     1  0.96236305462515E+04
  2         7         2     4     1  0.96236305462515E+04
  2         7         2     5     1  0.45317559749688E+04
  2        11         3     0     1  0.23820480036946E+04
  2        11         3     1     1  0.49688941099388E+04
  2        11         3     2     1  0.49688941099552E+04
  2        11         3     3     1  0.49688941099550E+04
  2        11         3     4     1  0.49688941099553E+04
  2        11         3     5     1  0.23820480038047E+04
  2        15         4     0     1  0.14998409758246E+04
  2        15         4     1     1  0.30986167049574E+04
  2        15         4     2     1  0.30986167049697E+04
  2        15         4     3     1  0.30986167049699E+04
  2        15         4     4     1  0.30986167049698E+04
  2        15         4     5     1  0.14998409758836E+04
  2        19         5     0     1  0.10484980176022E+04
  2        19         5     1     1  0.21530060811447E+04
  2        19         5     2     1  0.21530060811591E+04
  2        19         5     3     1  0.21530060811592E+04
  2        19         5     4     1  0.21530060811590E+04
  2        19         5     5     1  0.10484980176694E+04
  2        23         6     0     1  0.78533072945771E+03
  2        23         6     1     1  0.16062501098856E+04
  2        23         6     2     1  0.16062501098994E+04
  2        23         6     3     1  0.16062501098994E+04
  2        23         6     4     1  0.16062501098994E+04
  2        23         6     5     1  0.78533072952737E+03
  2        27         7     0     1  0.61697710514817E+03
  2        27         7     1     1  0.12588206302710E+04
  2        27         7     2     1  0.12588206302805E+04
  2        27         7     3     1  0.12588206302805E+04
  2        27         7     4     1  0.12588206302806E+04
  2        27         7     5     1  0.61697710520257E+03
  2        31         8     0     1  0.50148075320427E+03
  2        31         8     1     1  0.10217781017922E+04
  2        31         8     2     1  0.10217781017971E+04
  2        31         8     3     1  0.10217781017971E+04
  2        31         8     4     1  0.10217781017971E+04
  2        31         8     5     1  0.50148075323786E+03
  2        35         9     0     1  0.41797973095666E+03
  2        35         9     1     1  0.85118585657365E+03
  2        35         9     2     1  0.85118585657594E+03
  2        35         9     3     1  0.85118585657598E+03
  2        35         9     4     1  0.85118585657589E+03
  2        35         9     5     1  0.41797973097546E+03
  2        39        10     0     1  0.35517877435367E+03
  2        39        10     1     1  0.72339920692301E+03
  2        39        10     2     1  0.72339920692410E+03
  2        39        10     3     1  0.72339920692409E+03
  2        39        10     4     1  0.72339920692414E+03
  2        39        10     5     1  0.35517877436314E+03
  2        43        11     0     1  0.30648177183539E+03
  2        43        11     1     1  0.62468593328292E+03
  2        43        11     2     1  0.62468593328419E+03
  2        43        11     3     1  0.62468593328429E+03
  2        43        11     4     1  0.62468593328418E+03
  2        43        11     5     1  0.30648177184586E+03
  2        47        12     0     1  0.26778562553916E+03
  2        47        12     1     1  0.54654419472111E+03
  2        47        12     2     1  0.54654419472170E+03
  2        47        12     3     1  0.54654419472172E+03
  2        47        12     4     1  0.54654419472171E+03
  2        47        12     5     1  0.26778562554216E+03
  2        51        13     0     1  0.23640838202303E+03
  2        51        13     1     1  0.48343949561886E+03
  2        51        13     2     1  0.48343949561863E+03
  2        51        13     3     1  0.48343949561865E+03
  2        51        13     4     1  0.48343949561865E+03
  2        51        13     5     1  0.23640838202288E+03
  2        55        14     0     1  0.21052895749113E+03
  2        55        14     1     1  0.43162795579588E+03
  2        55        14     2     1  0.43162795579576E+03
  2        55        14     3     1  0.43162795579571E+03
  2        55        14     4     1  0.43162795579571E+03
  2        55        14     5     1  0.21052895748825E+03
  2        59        15     0     1  0.18887304587278E+03
  2        59        15     1     1  0.38849960961119E+03
  2        59        15     2     1  0.38849960961132E+03
  2        59        15     3     1  0.38849960961131E+03
  2        59        15     4     1  0.38849960961131E+03
  2        59        15     5     1  0.18887304586908E+03
  2        63        16     0     1  0.17052627749604E+03
  2        63        16     1     1  0.35218904811923E+03
  2        63        16     2     1  0.35218904811949E+03
  2        63        16     3     1  0.35218904811951E+03
  2        63        16     4     1  0.35218904811949E+03
  2        63        16     5     1  0.17052627749134E+03
  2        67        17     0     1  0.15481794001979E+03
  2        67        17     1     1  0.32133361061345E+03
  2        67        17     2     1  0.32133361061315E+03
  2        67        17     3     1  0.32133361061317E+03
  2        67        17     4     1  0.32133361061316E+03
  2        67        17     5     1  0.15481794001510E+03
  2        71        18     0     1  0.14124615796965E+03
  2        71        18     1     1  0.29491794562443E+03
  2        71        18     2     1  0.29491794562423E+03
  2        71        18     3     1  0.29491794562418E+03
  2        71        18     4     1  0.29491794562422E+03
  2        71        18     5     1  0.14124615796518E+03
  2        75        19     0     1  0.12942853156629E+03
  2        75        19     1     1  0.27217148818676E+03
  2        75        19     2     1  0.27217148818637E+03
  2        75        19     3     1  0.27217148818630E+03
  2        75        19     4     1  0.27217148818635E+03
  2        75        19     5     1  0.12942853156273E+03
  2        79        20     0     1  0.11906887445032E+03
  2        79        20     1     1  0.25249933885257E+03
  2        79        20     2     1  0.25249933885235E+03
  2        79        20     3     1  0.25249933885240E+03
  2        79        20     4     1  0.25249933885238E+03
  2        79        20     5     1  0.11906887444665E+03
  2        83        21     0     1  0.10993437008984E+03
  2        83        21     1     1  0.23543474330224E+03
  2        83        21     2     1  0.23543474330193E+03
  2        83        21     3     1  0.23543474330192E+03
  2        83        21     4     1  0.23543474330190E+03
  2        83        21     5     1  0.10993437008538E+03
  2        87        22     0     1  0.10183959136991E+03
  2        87        22     1     1  0.22060579978059E+03
  2        87        22     2     1  0.22060579978016E+03
  2        87        22     3     1  0.22060579978015E+03
  2        87        22     4     1  0.22060579978019E+03
  2        87        22     5     1  0.10183959136644E+03
  2        91        23     0     1  0.94635118462682E+02
  2        91        23     1     1  0.20771171480594E+03
  2        91        23     2     1  0.20771171480589E+03
  2        91        23     3     1  0.20771171480591E+03
  2        91        23     4     1  0.20771171480592E+03
  2        91        23     5     1  0.94635118459437E+02
  2        95        24     0     1  0.88199284633015E+02
  2        95        24     1     1  0.19650558192715E+03
  2        95        24     2     1  0.19650558192697E+03
  2        95        24     3     1  0.19650558192697E+03
  2        95        24     4     1  0.19650558192698E+03
  2        95        24     5     1  0.88199284629739E+02
  2        99        25     0     1  0.82432100021773E+02
  2        99        25     1     1  0.18678173895081E+03
  2        99        25     2     1  0.18678173895059E+03
  2        99        25     3     1  0.18678173895056E+03
  2        99        25     4     1  0.18678173895056E+03
  2        99        25     5     1  0.82432100019457E+02
