 #level   step     block  iter  sweep   residual
  1        33         9     3     1  0.10420969806841E+04
  1        33         9     4     1  0.10420969806841E+04
  1        33         9     5     1  0.10420969806841E+04
  1        37        10     0     1 -0.10000000000000E+01
  1        37        10     1     1  0.94994888778081E+03
  1        37        10     2     1  0.94994888778115E+03
  1        37        10     3     1  0.94994888778113E+03
  1        37        10     4     1  0.94994888778112E+03
  1        37        10     5     1  0.94994888778111E+03
  1        41        11     0     1 -0.10000000000000E+01
  1        41        11     1     1  0.90520232329606E+03
  1        41        11     2     1  0.90520232329692E+03
  1        41        11     3     1  0.90520232329693E+03
  1        41        11     4     1  0.90520232329693E+03
  1        41        11     5     1  0.90520232329689E+03
  1        45        12     0     1 -0.10000000000000E+01
  1        45        12     1     1  0.89537018644291E+03
  1        45        12     2     1  0.89537018644333E+03
  1        45        12     3     1  0.89537018644336E+03
  1        45        12     4     1  0.89537018644335E+03
  1        45        12     5     1  0.89537018644338E+03
  1        49        13     0     1 -0.10000000000000E+01
  1        49        13     1     1  0.91129948264344E+03
  1        49        13     2     1  0.91129948264353E+03
  1        49        13     3     1  0.91129948264355E+03
  1        49        13     4     1  0.91129948264352E+03
  1        49        13     5     1  0.91129948264355E+03
  1        53        14     0     1 -0.10000000000000E+01
  1        53        14     1     1  0.94617888112971E+03
  1        53        14     2     1  0.94617888112981E+03
  1        53        14     3     1  0.94617888112981E+03
  1        53        14     4     1  0.94617888112982E+03
  1        53        14     5     1  0.94617888112983E+03
  1        57        15     0     1 -0.10000000000000E+01
  1        57        15     1     1  0.99503699362741E+03
  1        57        15     2     1  0.99503699362747E+03
  1        57        15     3     1  0.99503699362747E+03
  1        57        15     4     1  0.99503699362747E+03
  1        57        15     5     1  0.99503699362746E+03
  1        61        16     0     1 -0.10000000000000E+01
  1        61        16     1     1  0.10543309573736E+04
  1        61        16     2     1  0.10543309573736E+04
  1        61        16     3     1  0.10543309573736E+04
  1        61        16     4     1  0.10543309573736E+04
  1        61        16     5     1  0.10543309573736E+04
  1        65        17     0     1 -0.10000000000000E+01
  1        65        17     1     1  0.11215727145067E+04
  1        65        17     2     1  0.11215727145068E+04
  1        65        17     3     1  0.11215727145068E+04
  1        65        17     4     1  0.11215727145068E+04
  1        65        17     5     1  0.11215727145068E+04
  1        69        18     0     1 -0.10000000000000E+01
  1        69        18     1     1  0.11950196489422E+04
  1        69        18     2     1  0.11950196489423E+04
  1        69        18     3     1  0.11950196489423E+04
  1        69        18     4     1  0.11950196489422E+04
  1        69        18     5     1  0.11950196489423E+04
  1        73        19     0     1 -0.10000000000000E+01
  1        73        19     1     1  0.12734417928677E+04
  1        73        19     2     1  0.12734417928677E+04
  1        73        19     3     1  0.12734417928677E+04
  1        73        19     4     1  0.12734417928677E+04
  1        73        19     5     1  0.12734417928677E+04
  1        77        20     0     1 -0.10000000000000E+01
  1        77        20     1     1  0.13559573781586E+04
  1        77        20     2     1  0.13559573781587E+04
  1        77        20     3     1  0.13559573781587E+04
  1        77        20     4     1  0.13559573781587E+04
  1        77        20     5     1  0.13559573781587E+04
  1        81        21     0     1 -0.10000000000000E+01
  1        81        21     1     1  0.14419207882260E+04
  1        81        21     2     1  0.14419207882260E+04
  1        81        21     3     1  0.14419207882260E+04
  1        81        21     4     1  0.14419207882260E+04
  1        81        21     5     1  0.14419207882260E+04
  1        85        22     0     1 -0.10000000000000E+01
  1        85        22     1     1  0.15308475318533E+04
  1        85        22     2     1  0.15308475318533E+04
  1        85        22     3     1  0.15308475318533E+04
  1        85        22     4     1  0.15308475318533E+04
  1        85        22     5     1  0.15308475318533E+04
  1        89        23     0     1 -0.10000000000000E+01
  1        89        23     1     1  0.16223642848600E+04
  1        89        23     2     1  0.16223642848601E+04
  1        89        23     3     1  0.16223642848601E+04
  1        89        23     4     1  0.16223642848601E+04
  1        89        23     5     1  0.16223642848601E+04
  1        93        24     0     1 -0.10000000000000E+01
  1        93        24     1     1  0.17161755627532E+04
  1        93        24     2     1  0.17161755627532E+04
  1        93        24     3     1  0.17161755627532E+04
  1        93        24     4     1  0.17161755627532E+04
  1        93        24     5     1  0.17161755627532E+04
  1        97        25     0     1 -0.10000000000000E+01
  1        97        25     1     1  0.18120413447282E+04
  1        97        25     2     1  0.18120413447282E+04
  1        97        25     3     1  0.18120413447282E+04
  1        97        25     4     1  0.18120413447282E+04
  1        97        25     5     1  0.18120413447282E+04
  2         1         1     0     1  0.78898454645162E+05
  2         1         1     1     1  0.19312103538368E+06
  2         1         1     2     1  0.19312103538366E+06
  2         1         1     3     1  0.19312103538366E+06
  2         1         1     4     1  0.19312103538366E+06
  2         1         1     5     1  0.78898454645162E+05
  2         5         2     0     1  0.73413959085673E+04
  2         5         2     1     1  0.15997422957390E+05
  2         5         2     2     1  0.15997422957086E+05
  2         5         2     3     1  0.15997422957086E+05
  2         5         2     4     1  0.15997422957086E+05
  2         5         2     5     1  0.73413959085675E+04
  2         9         3     0     1  0.32011498493785E+04
  2         9         3     1     1  0.67328787667600E+04
  2         9         3     2     1  0.67328787667573E+04
  2         9         3     3     1  0.67328787667574E+04
  2         9         3     4     1  0.67328787667574E+04
  2         9         3     5     1  0.32011498493786E+04
  2        13         4     0     1  0.18717754282095E+04
  2        13         4     1     1  0.39046891936160E+04
  2        13         4     2     1  0.39046891936148E+04
  2        13         4     3     1  0.39046891936148E+04
  2        13         4     4     1  0.39046891936148E+04
  2        13         4     5     1  0.18717754282095E+04
  2        17         5     0     1  0.12649857119364E+04
  2        17         5     1     1  0.26606320250202E+04
  2        17         5     2     1  0.26606320250202E+04
  2        17         5     3     1  0.26606320250202E+04
  2        17         5     4     1  0.26606320250202E+04
  2        17         5     5     1  0.12649857119364E+04
  2        21         6     0     1  0.94988245379870E+03
  2        21         6     1     1  0.20629862745132E+04
  2        21         6     2     1  0.20629862745129E+04
  2        21         6     3     1  0.20629862745129E+04
  2        21         6     4     1  0.20629862745129E+04
  2        21         6     5     1  0.94988245379870E+03
  2        25         7     0     1  0.78173247885804E+03
  2        25         7     1     1  0.17991385044179E+04
  2        25         7     2     1  0.17991385044172E+04
  2        25         7     3     1  0.17991385044172E+04
  2        25         7     4     1  0.17991385044172E+04
  2        25         7     5     1  0.78173247885800E+03
  2        29         8     0     1  0.69949501763482E+03
  2        29         8     1     1  0.17291393766946E+04
  2        29         8     2     1  0.17291393766940E+04
  2        29         8     3     1  0.17291393766941E+04
  2        29         8     4     1  0.17291393766940E+04
  2        29         8     5     1  0.69949501763479E+03
  2        33         9     0     1  0.67202611046936E+03
  2        33         9     1     1  0.17752961465781E+04
  2        33         9     2     1  0.17752961465778E+04
  2        33         9     3     1  0.17752961465778E+04
  2        33         9     4     1  0.17752961465778E+04
  2        33         9     5     1  0.67202611046931E+03
  2        37        10     0     1  0.68049425526224E+03
  2        37        10     1     1  0.18912970023471E+04
  2        37        10     2     1  0.18912970023469E+04
  2        37        10     3     1  0.18912970023470E+04
  2        37        10     4     1  0.18912970023469E+04
  2        37        10     5     1  0.68049425526226E+03
  2        41        11     0     1  0.71259144239618E+03
  2        41        11     1     1  0.20501674305236E+04
  2        41        11     2     1  0.20501674305235E+04
  2        41        11     3     1  0.20501674305235E+04
  2        41        11     4     1  0.20501674305235E+04
  2        41        11     5     1  0.71259144239618E+03
  2        45        12     0     1  0.76033456220745E+03
  2        45        12     1     1  0.22366491458590E+04
  2        45        12     2     1  0.22366491458590E+04
  2        45        12     3     1  0.22366491458590E+04
  2        45        12     4     1  0.22366491458590E+04
  2        45        12     5     1  0.76033456220747E+03
  2        49        13     0     1  0.81869914368574E+03
  2        49        13     1     1  0.24421466658812E+04
  2        49        13     2     1  0.24421466658812E+04
  2        49        13     3     1  0.24421466658812E+04
  2        49        13     4     1  0.24421466658812E+04
  2        49        13     5     1  0.81869914368574E+03
  2        53        14     0     1  0.88457615035140E+03
  2        53        14     1     1  0.26617241584062E+04
  2        53        14     2     1  0.26617241584062E+04
  2        53        14     3     1  0.26617241584062E+04
  2        53        14     4     1  0.26617241584062E+04
  2        53        14     5     1  0.88457615035139E+03
  2        57        15     0     1  0.95603656724715E+03
  2        57        15     1     1  0.28924447904856E+04
  2        57        15     2     1  0.28924447904856E+04
  2        57        15     3     1  0.28924447904856E+04
  2        57        15     4     1  0.28924447904856E+04
  2        57        15     5     1  0.95603656724717E+03
  2        61        16     0     1  0.10318605895221E+04
  2        61        16     1     1  0.31324762726528E+04
  2        61        16     2     1  0.31324762726528E+04
  2        61        16     3     1  0.31324762726528E+04
  2        61        16     4     1  0.31324762726528E+04
  2        61        16     5     1  0.10318605895221E+04
  2        65        17     0     1  0.11112527132799E+04
  2        65        17     1     1  0.33806089313019E+04
  2        65        17     2     1  0.33806089313019E+04
  2        65        17     3     1  0.33806089313019E+04
  2        65        17     4     1  0.33806089313019E+04
  2        65        17     5     1  0.11112527132799E+04
  2        69        18     0     1  0.11936733782682E+04
  2        69        18     1     1  0.36359926028391E+04
  2        69        18     2     1  0.36359926028391E+04
  2        69        18     3     1  0.36359926028391E+04
  2        69        18     4     1  0.36359926028391E+04
  2        69        18     5     1  0.11936733782682E+04
  2        73        19     0     1  0.12787398927593E+04
  2        73        19     1     1  0.38979903520241E+04
  2        73        19     2     1  0.38979903520241E+04
  2        73        19     3     1  0.38979903520241E+04
  2        73        19     4     1  0.38979903520241E+04
  2        73        19     5     1  0.12787398927593E+04
  2        77        20     0     1  0.13661677221258E+04
  2        77        20     1     1  0.41660955241485E+04
  2        77        20     2     1  0.41660955241485E+04
  2        77        20     3     1  0.41660955241485E+04
  2        77        20     4     1  0.41660955241485E+04
  2        77        20     5     1  0.13661677221259E+04
  2        81        21     0     1  0.14557352581704E+04
  2        81        21     1     1  0.44398838038644E+04
  2        81        21     2     1  0.44398838038644E+04
  2        81        21     3     1  0.44398838038644E+04
  2        81        21     4     1  0.44398838038644E+04
  2        81        21     5     1  0.14557352581704E+04
  2        85        22     0     1  0.15472623565395E+04
  2        85        22     1     1  0.47189850234245E+04
  2        85        22     2     1  0.47189850234245E+04
  2        85        22     3     1  0.47189850234245E+04
  2        85        22     4     1  0.47189850234245E+04
  2        85        22     5     1  0.15472623565395E+04
  2        89        23     0     1  0.16405970466351E+04
  2        89        23     1     1  0.50030663059640E+04
  2        89        23     2     1  0.50030663059641E+04
  2        89        23     3     1  0.50030663059640E+04
  2        89        23     4     1  0.50030663059640E+04
  2        89        23     5     1  0.16405970466350E+04
  2        93        24     0     1  0.17356071634794E+04
  2        93        24     1     1  0.52918218337475E+04
  2        93        24     2     1  0.52918218337475E+04
  2        93        24     3     1  0.52918218337475E+04
  2        93        24     4     1  0.52918218337475E+04
  2        93        24     5     1  0.17356071634794E+04
  2        97        25     0     1  0.18321749876345E+04
  2        97        25     1     1  0.55849665411429E+04
  2        97        25     2     1  0.55849665411429E+04
  2        97        25     3     1  0.55849665411429E+04
  2        97        25     4     1  0.55849665411429E+04
  2        97        25     5     1  0.18321749876344E+04
