 #level   step     block  iter  sweep   error
  1         2         1     0     1 -0.10000000000000E+01
  1         2         1     1     1 -0.10000000000000E+01
  1         2         1     2     1 -0.10000000000000E+01
  1         2         1     3     1 -0.10000000000000E+01
  1         2         1     4     1 -0.10000000000000E+01
  1         2         1     5     1 -0.10000000000000E+01
  1         6         2     0     1 -0.10000000000000E+01
  1         6         2     1     1 -0.10000000000000E+01
  1         6         2     2     1 -0.10000000000000E+01
  1         6         2     3     1 -0.10000000000000E+01
  1         6         2     4     1 -0.10000000000000E+01
  1         6         2     5     1 -0.10000000000000E+01
  1        10         3     0     1 -0.10000000000000E+01
  1        10         3     1     1 -0.10000000000000E+01
  1        10         3     2     1 -0.10000000000000E+01
  1        10         3     3     1 -0.10000000000000E+01
  1        10         3     4     1 -0.10000000000000E+01
  1        10         3     5     1 -0.10000000000000E+01
  1        14         4     0     1 -0.10000000000000E+01
  1        14         4     1     1 -0.10000000000000E+01
  1        14         4     2     1 -0.10000000000000E+01
  1        14         4     3     1 -0.10000000000000E+01
  1        14         4     4     1 -0.10000000000000E+01
  1        14         4     5     1 -0.10000000000000E+01
  1        18         5     0     1 -0.10000000000000E+01
  1        18         5     1     1 -0.10000000000000E+01
  1        18         5     2     1 -0.10000000000000E+01
  1        18         5     3     1 -0.10000000000000E+01
  1        18         5     4     1 -0.10000000000000E+01
  1        18         5     5     1 -0.10000000000000E+01
  1        22         6     0     1 -0.10000000000000E+01
  1        22         6     1     1 -0.10000000000000E+01
  1        22         6     2     1 -0.10000000000000E+01
  1        22         6     3     1 -0.10000000000000E+01
  1        22         6     4     1 -0.10000000000000E+01
  1        22         6     5     1 -0.10000000000000E+01
  1        26         7     0     1 -0.10000000000000E+01
  1        26         7     1     1 -0.10000000000000E+01
  1        26         7     2     1 -0.10000000000000E+01
  1        26         7     3     1 -0.10000000000000E+01
  1        26         7     4     1 -0.10000000000000E+01
  1        26         7     5     1 -0.10000000000000E+01
  1        30         8     0     1 -0.10000000000000E+01
  1        30         8     1     1 -0.10000000000000E+01
  1        30         8     2     1 -0.10000000000000E+01
  1        30         8     3     1 -0.10000000000000E+01
  1        30         8     4     1 -0.10000000000000E+01
  1        30         8     5     1 -0.10000000000000E+01
  1        34         9     0     1 -0.10000000000000E+01
  1        34         9     1     1 -0.10000000000000E+01
  1        34         9     2     1 -0.10000000000000E+01
  1        34         9     3     1 -0.10000000000000E+01
  1        34         9     4     1 -0.10000000000000E+01
  1        34         9     5     1 -0.10000000000000E+01
  1        38        10     0     1 -0.10000000000000E+01
  1        38        10     1     1 -0.10000000000000E+01
  1        38        10     2     1 -0.10000000000000E+01
  1        38        10     3     1 -0.10000000000000E+01
  1        38        10     4     1 -0.10000000000000E+01
  1        38        10     5     1 -0.10000000000000E+01
  1        42        11     0     1 -0.10000000000000E+01
  1        42        11     1     1 -0.10000000000000E+01
  1        42        11     2     1 -0.10000000000000E+01
  1        42        11     3     1 -0.10000000000000E+01
  1        42        11     4     1 -0.10000000000000E+01
  1        42        11     5     1 -0.10000000000000E+01
  1        46        12     0     1 -0.10000000000000E+01
  1        46        12     1     1 -0.10000000000000E+01
  1        46        12     2     1 -0.10000000000000E+01
  1        46        12     3     1 -0.10000000000000E+01
  1        46        12     4     1 -0.10000000000000E+01
  1        46        12     5     1 -0.10000000000000E+01
  1        50        13     0     1 -0.10000000000000E+01
  1        50        13     1     1 -0.10000000000000E+01
  1        50        13     2     1 -0.10000000000000E+01
  1        50        13     3     1 -0.10000000000000E+01
  1        50        13     4     1 -0.10000000000000E+01
  1        50        13     5     1 -0.10000000000000E+01
  1        54        14     0     1 -0.10000000000000E+01
  1        54        14     1     1 -0.10000000000000E+01
  1        54        14     2     1 -0.10000000000000E+01
  1        54        14     3     1 -0.10000000000000E+01
  1        54        14     4     1 -0.10000000000000E+01
  1        54        14     5     1 -0.10000000000000E+01
  1        58        15     0     1 -0.10000000000000E+01
  1        58        15     1     1 -0.10000000000000E+01
  1        58        15     2     1 -0.10000000000000E+01
  1        58        15     3     1 -0.10000000000000E+01
  1        58        15     4     1 -0.10000000000000E+01
  1        58        15     5     1 -0.10000000000000E+01
  1        62        16     0     1 -0.10000000000000E+01
  1        62        16     1     1 -0.10000000000000E+01
  1        62        16     2     1 -0.10000000000000E+01
  1        62        16     3     1 -0.10000000000000E+01
  1        62        16     4     1 -0.10000000000000E+01
