 #level   step     block  iter  sweep   residual
  1         2         1     0     1 -0.10000000000000E+01
  1         2         1     1     1  0.80069240007196E+05
  1         2         1     2     1  0.80069240007250E+05
  1         2         1     3     1  0.80069240007250E+05
  1         2         1     4     1  0.80069240007250E+05
  1         2         1     5     1  0.80069240007250E+05
  1         6         2     0     1 -0.10000000000000E+01
  1         6         2     1     1  0.12055177157340E+05
  1         6         2     2     1  0.12055177157491E+05
  1         6         2     3     1  0.12055177157490E+05
  1         6         2     4     1  0.12055177157490E+05
  1         6         2     5     1  0.12055177157490E+05
  1        10         3     0     1 -0.10000000000000E+01
  1        10         3     1     1  0.57406420490504E+04
  1        10         3     2     1  0.57406420490690E+04
  1        10         3     3     1  0.57406420490689E+04
  1        10         3     4     1  0.57406420490689E+04
  1        10         3     5     1  0.57406420490689E+04
  1        14         4     0     1 -0.10000000000000E+01
  1        14         4     1     1  0.34517162591958E+04
  1        14         4     2     1  0.34517162592053E+04
  1        14         4     3     1  0.34517162592053E+04
  1        14         4     4     1  0.34517162592052E+04
  1        14         4     5     1  0.34517162592053E+04
  1        18         5     0     1 -0.10000000000000E+01
  1        18         5     1     1  0.23520708962718E+04
  1        18         5     2     1  0.23520708962823E+04
  1        18         5     3     1  0.23520708962823E+04
  1        18         5     4     1  0.23520708962823E+04
  1        18         5     5     1  0.23520708962824E+04
  1        22         6     0     1 -0.10000000000000E+01
  1        22         6     1     1  0.17440489704823E+04
  1        22         6     2     1  0.17440489704927E+04
  1        22         6     3     1  0.17440489704928E+04
  1        22         6     4     1  0.17440489704928E+04
  1        22         6     5     1  0.17440489704928E+04
  1        26         7     0     1 -0.10000000000000E+01
  1        26         7     1     1  0.13796897002404E+04
  1        26         7     2     1  0.13796897002483E+04
  1        26         7     3     1  0.13796897002482E+04
  1        26         7     4     1  0.13796897002483E+04
  1        26         7     5     1  0.13796897002483E+04
  1        30         8     0     1 -0.10000000000000E+01
  1        30         8     1     1  0.11532492393706E+04
  1        30         8     2     1  0.11532492393750E+04
  1        30         8     3     1  0.11532492393750E+04
  1        30         8     4     1  0.11532492393749E+04
  1        30         8     5     1  0.11532492393749E+04
  1        34         9     0     1 -0.10000000000000E+01
  1        34         9     1     1  0.10142347397184E+04
  1        34         9     2     1  0.10142347397200E+04
  1        34         9     3     1  0.10142347397200E+04
  1        34         9     4     1  0.10142347397200E+04
  1        34         9     5     1  0.10142347397200E+04
  1        38        10     0     1 -0.10000000000000E+01
  1        38        10     1     1  0.93565051385367E+03
  1        38        10     2     1  0.93565051385382E+03
  1        38        10     3     1  0.93565051385381E+03
  1        38        10     4     1  0.93565051385384E+03
  1        38        10     5     1  0.93565051385381E+03
  1        42        11     0     1 -0.10000000000000E+01
  1        42        11     1     1  0.90093902531260E+03
  1        42        11     2     1  0.90093902531232E+03
  1        42        11     3     1  0.90093902531232E+03
  1        42        11     4     1  0.90093902531231E+03
  1        42        11     5     1  0.90093902531229E+03
  1        46        12     0     1 -0.10000000000000E+01
  1        46        12     1     1  0.89859340030131E+03
  1        46        12     2     1  0.89859340030084E+03
  1        46        12     3     1  0.89859340030081E+03
  1        46        12     4     1  0.89859340030083E+03
  1        46        12     5     1  0.89859340030084E+03
  1        50        13     0     1 -0.10000000000000E+01
  1        50        13     1     1  0.92010144109507E+03
  1        50        13     2     1  0.92010144109369E+03
  1        50        13     3     1  0.92010144109371E+03
  1        50        13     4     1  0.92010144109371E+03
  1        50        13     5     1  0.92010144109373E+03
  1        54        14     0     1 -0.10000000000000E+01
  1        54        14     1     1  0.95915033991493E+03
  1        54        14     2     1  0.95915033991312E+03
  1        54        14     3     1  0.95915033991315E+03
  1        54        14     4     1  0.95915033991313E+03
  1        54        14     5     1  0.95915033991315E+03
  1        58        15     0     1 -0.10000000000000E+01
  1        58        15     1     1  0.10111642041782E+04
  1        58        15     2     1  0.10111642041758E+04
  1        58        15     3     1  0.10111642041758E+04
  1        58        15     4     1  0.10111642041758E+04
  1        58        15     5     1  0.10111642041758E+04
  1        62        16     0     1 -0.10000000000000E+01
  1        62        16     1     1  0.10728991667540E+04
  1        62        16     2     1  0.10728991667539E+04
  1        62        16     3     1  0.10728991667539E+04
  1        62        16     4     1  0.10728991667539E+04
  1        62        16     5     1  0.10728991667539E+04
  1        66        17     0     1 -0.10000000000000E+01
  1        66        17     1     1  0.11420820448666E+04
  1        66        17     2     1  0.11420820448666E+04
  1        66        17     3     1  0.11420820448666E+04
  1        66        17     4     1  0.11420820448666E+04
  1        66        17     5     1  0.11420820448666E+04
  1        70        18     0     1 -0.10000000000000E+01
  1        70        18     1     1  0.12171194367352E+04
  1        70        18     2     1  0.12171194367352E+04
  1        70        18     3     1  0.12171194367352E+04
  1        70        18     4     1  0.12171194367352E+04
  1        70        18     5     1  0.12171194367352E+04
  1        74        19     0     1 -0.10000000000000E+01
  1        74        19     1     1  0.12968831485944E+04
  1        74        19     2     1  0.12968831485944E+04
  1        74        19     3     1  0.12968831485944E+04
  1        74        19     4     1  0.12968831485944E+04
  1        74        19     5     1  0.12968831485944E+04
  1        78        20     0     1 -0.10000000000000E+01
  1        78        20     1     1  0.13805604467203E+04
  1        78        20     2     1  0.13805604467203E+04
  1        78        20     3     1  0.13805604467203E+04
  1        78        20     4     1  0.13805604467203E+04
  1        78        20     5     1  0.13805604467203E+04
  1        82        21     0     1 -0.10000000000000E+01
  1        82        21     1     1  0.14675526742017E+04
  1        82        21     2     1  0.14675526742016E+04
  1        82        21     3     1  0.14675526742016E+04
  1        82        21     4     1  0.14675526742016E+04
  1        82        21     5     1  0.14675526742016E+04
  1        86        22     0     1 -0.10000000000000E+01
  1        86        22     1     1  0.15574075587410E+04
  1        86        22     2     1  0.15574075587409E+04
  1        86        22     3     1  0.15574075587409E+04
  1        86        22     4     1  0.15574075587409E+04
  1        86        22     5     1  0.15574075587409E+04
  1        90        23     0     1 -0.10000000000000E+01
  1        90        23     1     1  0.16497741555652E+04
  1        90        23     2     1  0.16497741555653E+04
  1        90        23     3     1  0.16497741555653E+04
  1        90        23     4     1  0.16497741555653E+04
  1        90        23     5     1  0.16497741555653E+04
  1        94        24     0     1 -0.10000000000000E+01
  1        94        24     1     1  0.17443727621000E+04
  1        94        24     2     1  0.17443727621001E+04
  1        94        24     3     1  0.17443727621001E+04
  1        94        24     4     1  0.17443727621001E+04
  1        94        24     5     1  0.17443727621001E+04
  1        98        25     0     1 -0.10000000000000E+01
  1        98        25     1     1  0.18409746746899E+04
  1        98        25     2     1  0.18409746746898E+04
  1        98        25     3     1  0.18409746746898E+04
  1        98        25     4     1  0.18409746746898E+04
  1        98        25     5     1  0.18409746746898E+04
  2         2         1     0     1  0.33343968228305E+05
  2         2         1     1     1  0.80069899443039E+05
  2         2         1     2     1  0.80069899443128E+05
  2         2         1     3     1  0.80069899443128E+05
  2         2         1     4     1  0.80069899443128E+05
  2         2         1     5     1  0.33343968228310E+05
  2         6         2     0     1  0.56257672940441E+04
  2         6         2     1     1  0.12057199595871E+05
  2         6         2     2     1  0.12057199595769E+05
  2         6         2     3     1  0.12057199595769E+05
  2         6         2     4     1  0.12057199595769E+05
  2         6         2     5     1  0.56257672941967E+04
  2        10         3     0     1  0.27453916284332E+04
  2        10         3     1     1  0.57544285161332E+04
  2        10         3     2     1  0.57544285161434E+04
  2        10         3     3     1  0.57544285161435E+04
  2        10         3     4     1  0.57544285161433E+04
  2        10         3     5     1  0.27453916285195E+04
  2        14         4     0     1  0.16765528378020E+04
  2        14         4     1     1  0.34984211652127E+04
  2        14         4     2     1  0.34984211652210E+04
  2        14         4     3     1  0.34984211652209E+04
  2        14         4     4     1  0.34984211652209E+04
  2        14         4     5     1  0.16765528378451E+04
  2        18         5     0     1  0.11663751440484E+04
  2        18         5     1     1  0.24670732236703E+04
  2        18         5     2     1  0.24670732236797E+04
  2        18         5     3     1  0.24670732236797E+04
  2        18         5     4     1  0.24670732236796E+04
  2        18         5     5     1  0.11663751440929E+04
  2        22         6     0     1  0.89722337269529E+03
  2        22         6     1     1  0.19733480540313E+04
  2        22         6     2     1  0.19733480540400E+04
  2        22         6     3     1  0.19733480540401E+04
  2        22         6     4     1  0.19733480540401E+04
  2        22         6     5     1  0.89722337274218E+03
  2        26         7     0     1  0.75495357037004E+03
  2        26         7     1     1  0.17687642391590E+04
  2        26         7     2     1  0.17687642391642E+04
  2        26         7     3     1  0.17687642391642E+04
  2        26         7     4     1  0.17687642391642E+04
  2        26         7     5     1  0.75495357040497E+03
  2        30         8     0     1  0.68899148045550E+03
  2        30         8     1     1  0.17344823642170E+04
  2        30         8     2     1  0.17344823642193E+04
  2        30         8     3     1  0.17344823642192E+04
  2        30         8     4     1  0.17344823642193E+04
  2        30         8     5     1  0.68899148047594E+03
  2        34         9     0     1  0.67225661990257E+03
  2        34         9     1     1  0.18023390526948E+04
  2        34         9     2     1  0.18023390526957E+04
  2        34         9     3     1  0.18023390526957E+04
  2        34         9     4     1  0.18023390526957E+04
  2        34         9     5     1  0.67225661991301E+03
  2        38        10     0     1  0.68786491690665E+03
  2        38        10     1     1  0.19317566519903E+04
  2        38        10     2     1  0.19317566519908E+04
  2        38        10     3     1  0.19317566519908E+04
  2        38        10     4     1  0.19317566519908E+04
  2        38        10     5     1  0.68786491691265E+03
  2        42        11     0     1  0.72474259047302E+03
  2        42        11     1     1  0.20993245840244E+04
  2        42        11     2     1  0.20993245840248E+04
  2        42        11     3     1  0.20993245840248E+04
  2        42        11     4     1  0.20993245840248E+04
  2        42        11     5     1  0.72474259047946E+03
  2        46        12     0     1  0.77576471807571E+03
  2        46        12     1     1  0.22918545628942E+04
  2        46        12     2     1  0.22918545628945E+04
  2        46        12     3     1  0.22918545628945E+04
  2        46        12     4     1  0.22918545628945E+04
  2        46        12     5     1  0.77576471808109E+03
  2        50        13     0     1  0.83647659982942E+03
  2        50        13     1     1  0.25018980207852E+04
  2        50        13     2     1  0.25018980207854E+04
  2        50        13     3     1  0.25018980207854E+04
  2        50        13     4     1  0.25018980207854E+04
  2        50        13     5     1  0.83647659983363E+03
  2        54        14     0     1  0.90412593521347E+03
  2        54        14     1     1  0.27251457940001E+04
  2        54        14     2     1  0.27251457940002E+04
  2        54        14     3     1  0.27251457940002E+04
  2        54        14     4     1  0.27251457940002E+04
  2        54        14     5     1  0.90412593521809E+03
  2        58        15     0     1  0.97699962276688E+03
  2        58        15     1     1  0.29590058184930E+04
  2        58        15     2     1  0.29590058184930E+04
  2        58        15     3     1  0.29590058184930E+04
  2        58        15     4     1  0.29590058184930E+04
  2        58        15     5     1  0.97699962277234E+03
  2        62        16     0     1  0.10540071226469E+04
  2        62        16     1     1  0.32018387644623E+04
  2        62        16     2     1  0.32018387644624E+04
  2        62        16     3     1  0.32018387644624E+04
  2        62        16     4     1  0.32018387644624E+04
  2        62        16     5     1  0.10540071226462E+04
  2        66        17     0     1  0.11344306340217E+04
  2        66        17     1     1  0.34525453209284E+04
  2        66        17     2     1  0.34525453209283E+04
  2        66        17     3     1  0.34525453209283E+04
  2        66        17     4     1  0.34525453209283E+04
  2        66        17     5     1  0.11344306340215E+04
  2        70        18     0     1  0.12177779099678E+04
  2        70        18     1     1  0.37103399645823E+04
  2        70        18     2     1  0.37103399645823E+04
  2        70        18     3     1  0.37103399645823E+04
  2        70        18     4     1  0.37103399645823E+04
  2        70        18     5     1  0.12177779099675E+04
  2        74        19     0     1  0.13036955869574E+04
  2        74        19     1     1  0.39746245865308E+04
  2        74        19     2     1  0.39746245865308E+04
  2        74        19     3     1  0.39746245865308E+04
  2        74        19     4     1  0.39746245865308E+04
  2        74        19     5     1  0.13036955869578E+04
