 #level   step     block  iter  sweep   delta q0
  1         2         1     0     1 -0.10000000000000E+01
  1         2         1     1     1  0.14893801816651E-03
  1         2         1     2     1  0.98455689542838E-09
  1         2         1     3     1  0.40194366942305E-09
  1         2         1     4     1  0.28421709430404E-09
  1         2         1     5     1  0.28421709430404E-09
  1         2         1     6     1  0.00000000000000E+00
  1         2         1     7     1  0.00000000000000E+00
  1         2         1     8     1  0.00000000000000E+00
  1         2         1     9     1  0.00000000000000E+00
  1         2         1    10     1  0.00000000000000E+00
  1         4         2     0     1 -0.10000000000000E+01
  1         4         2     1     1  0.43320935139814E-04
  1         4         2     2     1  0.80388733884609E-09
  1         4         2     3     1  0.89877336795564E-09
  1         4         2     4     1  0.89877336795564E-09
  1         4         2     5     1  0.85265128291212E-09
  1         4         2     6     1  0.63552874323130E-09
  1         4         2     7     1  0.94264146081156E-09
  1         4         2     8     1  0.89877336795564E-09
  1         4         2     9     1  0.75196774988188E-09
  1         4         2    10     1  0.80388733884609E-09
  1         6         3     0     1 -0.10000000000000E+01
  1         6         3     1     1  0.15293179615092E-03
  1         6         3     2     1  0.69618685722139E-09
  1         6         3     3     1  0.56843418860808E-09
  1         6         3     4     1  0.75196774988188E-09
  1         6         3     5     1  0.75196774988188E-09
  1         6         3     6     1  0.85265128291212E-09
  1         6         3     7     1  0.85265128291212E-09
  1         6         3     8     1  0.80388733884609E-09
  1         6         3     9     1  0.89877336795564E-09
  1         6         3    10     1  0.28421709430404E-09
  1         8         4     0     1 -0.10000000000000E+01
  1         8         4     1     1  0.63126075979824E-04
  1         8         4     2     1  0.13923737144428E-08
  1         8         4     3     1  0.11007680729470E-08
  1         8         4     4     1  0.94264146081156E-09
  1         8         4     5     1  0.10247593068766E-08
  1         8         4     6     1  0.94264146081156E-09
  1         8         4     7     1  0.69618685722139E-09
  1         8         4     8     1  0.63552874323130E-09
  1         8         4     9     1  0.69618685722139E-09
  1         8         4    10     1  0.98455689542838E-09
  1        10         5     0     1 -0.10000000000000E+01
  1        10         5     1     1  0.16236396149149E-03
  1        10         5     2     1  0.11007680729470E-08
  1        10         5     3     1  0.11007680729470E-08
  1        10         5     4     1  0.63552874323130E-09
  1        10         5     5     1  0.11007680729470E-08
  1        10         5     6     1  0.75196774988188E-09
  1        10         5     7     1  0.10247593068766E-08
  1        10         5     8     1  0.13024463484487E-08
  1        10         5     9     1  0.11368683772162E-08
  1        10         5    10     1  0.63552874323130E-09
  1        12         6     0     1 -0.10000000000000E+01
  1        12         6     1     1  0.14992425981856E-03
  1        12         6     2     1  0.98455689542838E-09
  1        12         6     3     1  0.80388733884609E-09
  1        12         6     4     1  0.63552874323130E-09
  1        12         6     5     1  0.69618685722139E-09
  1        12         6     6     1  0.10634429903501E-08
  1        12         6     7     1  0.11718571004217E-08
  1        12         6     8     1  0.40194366942305E-09
  1        12         6     9     1  0.94264146081156E-09
  1        12         6    10     1  0.13024463484487E-08
  1        14         7     0     1 -0.10000000000000E+01
  1        14         7     1     1  0.12651441830544E-03
  1        14         7     2     1  0.11718571004217E-08
  1        14         7     3     1  0.94264146081156E-09
  1        14         7     4     1  0.94264146081156E-09
  1        14         7     5     1  0.12058310082691E-08
  1        14         7     6     1  0.11007680729470E-08
  1        14         7     7     1  0.12058310082691E-08
  1        14         7     8     1  0.14768353431426E-08
  1        14         7     9     1  0.10634429903501E-08
  1        14         7    10     1  0.85265128291212E-09
  1        16         8     0     1 -0.10000000000000E+01
  1        16         8     1     1  0.11797349197213E-03
  1        16         8     2     1  0.89877336795564E-09
  1        16         8     3     1  0.11007680729470E-08
  1        16         8     4     1  0.85265128291212E-09
  1        16         8     5     1  0.11007680729470E-08
  1        16         8     6     1  0.11007680729470E-08
  1        16         8     7     1  0.80388733884609E-09
  1        16         8     8     1  0.85265128291212E-09
  1        16         8     9     1  0.56843418860808E-09
  1        16         8    10     1  0.40194366942305E-09
  1        18         9     0     1 -0.10000000000000E+01
  1        18         9     1     1  0.11989472666804E-03
  1        18         9     2     1  0.12710574864626E-08
  1        18         9     3     1  0.11368683772162E-08
  1        18         9     4     1  0.10247593068766E-08
  1        18         9     5     1  0.75196774988188E-09
  1        18         9     6     1  0.12388735920981E-08
  1        18         9     7     1  0.89877336795564E-09
  1        18         9     8     1  0.11718571004217E-08
  1        18         9     9     1  0.10634429903501E-08
  1        18         9    10     1  0.89877336795564E-09
  1        20        10     0     1 -0.10000000000000E+01
  1        20        10     1     1  0.12394945268357E-03
  1        20        10     2     1  0.98455689542838E-09
  1        20        10     3     1  0.75196774988188E-09
  1        20        10     4     1  0.94264146081156E-09
  1        20        10     5     1  0.11368683772162E-08
  1        20        10     6     1  0.80388733884609E-09
  1        20        10     7     1  0.98455689542838E-09
  1        20        10     8     1  0.89877336795564E-09
  1        20        10     9     1  0.80388733884609E-09
  1        20        10    10     1  0.63552874323130E-09
  1        22        11     0     1 -0.10000000000000E+01
  1        22        11     1     1  0.12487486409422E-03
  1        22        11     2     1  0.12058310082691E-08
  1        22        11     3     1  0.13330963383349E-08
  1        22        11     4     1  0.98455689542838E-09
  1        22        11     5     1  0.10634429903501E-08
  1        22        11     6     1  0.56843418860808E-09
  1        22        11     7     1  0.12388735920981E-08
  1        22        11     8     1  0.13330963383349E-08
  1        22        11     9     1  0.11368683772162E-08
  1        22        11    10     1  0.11718571004217E-08
  1        24        12     0     1 -0.10000000000000E+01
  1        24        12     1     1  0.12093077833556E-03
  1        24        12     2     1  0.11007680729470E-08
  1        24        12     3     1  0.75196774988188E-09
  1        24        12     4     1  0.85265128291212E-09
  1        24        12     5     1  0.98455689542838E-09
  1        24        12     6     1  0.80388733884609E-09
  1        24        12     7     1  0.89877336795564E-09
  1        24        12     8     1  0.56843418860808E-09
  1        24        12     9     1  0.56843418860808E-09
  1        24        12    10     1  0.56843418860808E-09
  1        26        13     0     1 -0.10000000000000E+01
  1        26        13     1     1  0.11265858594661E-03
  1        26        13     2     1  0.14210854715202E-08
  1        26        13     3     1  0.10634429903501E-08
  1        26        13     4     1  0.56843418860808E-09
  1        26        13     5     1  0.85265128291212E-09
  1        26        13     6     1  0.49227844771419E-09
  1        26        13     7     1  0.94264146081156E-09
  1        26        13     8     1  0.69618685722139E-09
  1        26        13     9     1  0.10634429903501E-08
  1        26        13    10     1  0.85265128291212E-09
  1        28        14     0     1 -0.10000000000000E+01
  1        28        14     1     1  0.10157962813642E-03
  1        28        14     2     1  0.85265128291212E-09
  1        28        14     3     1  0.80388733884609E-09
  1        28        14     4     1  0.75196774988188E-09
  1        28        14     5     1  0.80388733884609E-09
  1        28        14     6     1  0.63552874323130E-09
  1        28        14     7     1  0.63552874323130E-09
  1        28        14     8     1  0.63552874323130E-09
  1        28        14     9     1  0.49227844771419E-09
  1        28        14    10     1  0.69618685722139E-09
  1        30        15     0     1 -0.10000000000000E+01
  1        30        15     1     1  0.89319759276030E-04
  1        30        15     2     1  0.69618685722139E-09
  1        30        15     3     1  0.63552874323130E-09
  1        30        15     4     1  0.56843418860808E-09
  1        30        15     5     1  0.94264146081156E-09
  1        30        15     6     1  0.89877336795564E-09
  1        30        15     7     1  0.85265128291212E-09
  1        30        15     8     1  0.80388733884609E-09
  1        30        15     9     1  0.85265128291212E-09
  1        30        15    10     1  0.56843418860808E-09
  1        32        16     0     1 -0.10000000000000E+01
  1        32        16     1     1  0.77181696657283E-04
  1        32        16     2     1  0.94264146081156E-09
  1        32        16     3     1  0.80388733884609E-09
  1        32        16     4     1  0.89877336795564E-09
  1        32        16     5     1  0.85265128291212E-09
  1        32        16     6     1  0.89877336795564E-09
  1        32        16     7     1  0.80388733884609E-09
  1        32        16     8     1  0.10634429903501E-08
  1        32        16     9     1  0.11007680729470E-08
  1        32        16    10     1  0.63552874323130E-09
  1        34        17     0     1 -0.10000000000000E+01
  1        34        17     1     1  0.66027888390251E-04
  1        34        17     2     1  0.69618685722139E-09
  1        34        17     3     1  0.89877336795564E-09
  1        34        17     4     1  0.40194366942305E-09
  1        34        17     5     1  0.85265128291212E-09
  1        34        17     6     1  0.80388733884609E-09
  1        34        17     7     1  0.69618685722139E-09
  1        34        17     8     1  0.94264146081156E-09
  1        34        17     9     1  0.11368683772162E-08
  1        34        17    10     1  0.98455689542838E-09
  1        36        18     0     1 -0.10000000000000E+01
  1        36        18     1     1  0.56312449771851E-04
  1        36        18     2     1  0.15039354997638E-08
  1        36        18     3     1  0.11718571004217E-08
  1        36        18     4     1  0.15305558938321E-08
  1        36        18     5     1  0.11007680729470E-08
  1        36        18     6     1  0.13024463484487E-08
  1        36        18     7     1  0.10247593068766E-08
  1        36        18     8     1  0.10247593068766E-08
  1        36        18     9     1  0.89877336795564E-09
  1        36        18    10     1  0.13923737144428E-08
  1        38        19     0     1 -0.10000000000000E+01
  1        38        19     1     1  0.48187999323637E-04
  1        38        19     2     1  0.11007680729470E-08
  1        38        19     3     1  0.94264146081156E-09
  1        38        19     4     1  0.56843418860808E-09
  1        38        19     5     1  0.80388733884609E-09
  1        38        19     6     1  0.10247593068766E-08
  1        38        19     7     1  0.11007680729470E-08
  1        38        19     8     1  0.63552874323130E-09
  1        38        19     9     1  0.40194366942305E-09
  1        38        19    10     1  0.10634429903501E-08
  1        40        20     0     1 -0.10000000000000E+01
  1        40        20     1     1  0.20073268068320E-03
  1        40        20     2     1  0.11007680729470E-08
  1        40        20     3     1  0.89877336795564E-09
  1        40        20     4     1  0.11368683772162E-08
  1        40        20     5     1  0.85265128291212E-09
  1        40        20     6     1  0.63552874323130E-09
  1        40        20     7     1  0.69618685722139E-09
  1        40        20     8     1  0.40194366942305E-09
  1        40        20     9     1  0.63552874323130E-09
  1        40        20    10     1  0.63552874323130E-09
  1        42        21     0     1 -0.10000000000000E+01
  1        42        21     1     1  0.17577781593937E-03
  1        42        21     2     1  0.20885605716642E-08
  1        42        21     3     1  0.13330963383349E-08
  1        42        21     4     1  0.13024463484487E-08
  1        42        21     5     1  0.12058310082691E-08
  1        42        21     6     1  0.12710574864626E-08
  1        42        21     7     1  0.12388735920981E-08
  1        42        21     8     1  0.14210854715202E-08
  1        42        21     9     1  0.14492285099529E-08
  1        42        21    10     1  0.11007680729470E-08
  1        44        22     0     1 -0.10000000000000E+01
